id,host_identity_verified,neighbourhood_group,cancellation_policy,room_type,construction_year,price_us_dol,service_fee,minimum_nights,number_of_reviews,review_rate_number
31075728,unconfirmed,manhattan,flexible,private room,2006,197,39,1,7,3
39988193,verified,manhattan,strict,entire home/apt,2019,324,65,2,124,3
43635030,unconfirmed,manhattan,moderate,entire home/apt,2018,235,47,2,8,3
27133963,unconfirmed,brooklyn,strict,private room,2017,588,118,1,1,2
15993520,unconfirmed,manhattan,strict,entire home/apt,2009,310,62,3,16,2
10646151,verified,brooklyn,strict,private room,2003,231,46,1,0,2
19845260,unconfirmed,brooklyn,moderate,entire home/apt,2012,349,70,1,2,2
4971268,unconfirmed,brooklyn,flexible,private room,2012,1099,220,1,0,2
35623366,unconfirmed,brooklyn,strict,entire home/apt,2020,265,53,3,111,2
46930604,verified,manhattan,flexible,shared room,2008,1108,222,2,1,5
6281324,verified,queens,strict,entire home/apt,2012,183,37,3,6,4
24871190,verified,brooklyn,flexible,private room,2010,471,94,2,6,4
42317794,verified,brooklyn,moderate,private room,2009,200,40,30,0,4
38953735,unconfirmed,brooklyn,strict,private room,2015,619,124,7,37,4
3980442,verified,brooklyn,strict,private room,2018,1047,209,2,117,5
54950000,unconfirmed,queens,strict,entire home/apt,2015,1033,207,3,0,2
8823561,verified,manhattan,flexible,entire home/apt,2005,891,178,1,64,1
6864553,unconfirmed,manhattan,strict,entire home/apt,2014,1188,238,1,126,5
3934601,verified,queens,flexible,private room,2007,252,50,1,207,5
12081026,unconfirmed,manhattan,flexible,entire home/apt,2016,948,190,5,1,5
26526985,verified,manhattan,flexible,entire home/apt,2020,1029,206,3,2,2
30443344,unconfirmed,brooklyn,moderate,entire home/apt,2017,722,144,6,29,2
16581167,unconfirmed,brooklyn,moderate,entire home/apt,2008,1092,218,2,1,5
50825976,verified,manhattan,moderate,entire home/apt,2021,912,182,6,5,4
23710255,unconfirmed,manhattan,strict,private room,2015,486,97,2,3,5
38707962,verified,manhattan,strict,entire home/apt,2004,1141,228,30,5,5
53582505,verified,brooklyn,moderate,private room,2009,1119,224,29,2,3
26079070,unconfirmed,manhattan,flexible,entire home/apt,2015,513,103,1,8,5
8970473,verified,manhattan,flexible,shared room,2018,789,158,1,93,1
2092681,unconfirmed,manhattan,flexible,private room,2012,739,148,3,68,2
21972719,unconfirmed,manhattan,moderate,entire home/apt,2021,950,190,2,13,3
39071375,verified,brooklyn,moderate,entire home/apt,2022,223,45,2,2,2
42544790,unconfirmed,manhattan,moderate,entire home/apt,2003,792,158,30,1,3
15244601,verified,brooklyn,strict,entire home/apt,2005,256,51,5,62,4
54458453,unconfirmed,brooklyn,strict,private room,2003,992,198,21,1,2
31013318,verified,brooklyn,moderate,private room,2011,117,23,1,144,4
47471306,verified,brooklyn,strict,private room,2018,660,132,1,0,2
44922994,verified,manhattan,moderate,private room,2017,616,123,2,28,1
33386551,unconfirmed,manhattan,strict,entire home/apt,2010,1048,210,2,11,3
53985132,verified,manhattan,moderate,entire home/apt,2018,130,26,2,11,5
29926944,verified,bronx,strict,entire home/apt,2017,528,106,2,203,2
39956712,unconfirmed,manhattan,flexible,entire home/apt,2015,475,95,3,9,4
47591707,verified,brooklyn,moderate,entire home/apt,2011,641,128,1,6,1
45584649,unconfirmed,brooklyn,strict,entire home/apt,2007,941,188,8,1,4
31929031,unconfirmed,manhattan,strict,entire home/apt,2019,623,125,30,4,3
54038705,unconfirmed,bronx,flexible,entire home/apt,2015,798,160,2,25,3
21782176,unconfirmed,brooklyn,moderate,entire home/apt,2016,1043,209,2,15,4
55416141,unconfirmed,queens,moderate,private room,2016,998,200,2,5,5
40864693,unconfirmed,manhattan,strict,private room,2018,1105,221,3,3,5
52582842,unconfirmed,brooklyn,flexible,entire home/apt,2022,1199,240,1,5,3
46019309,unconfirmed,brooklyn,moderate,entire home/apt,2017,275,55,3,0,1
15169488,verified,manhattan,strict,private room,2018,236,47,1,5,2
33793044,verified,brooklyn,strict,private room,2011,1088,218,5,50,5
24000765,verified,manhattan,strict,private room,2008,707,141,3,0,2
6567415,unconfirmed,manhattan,moderate,entire home/apt,2014,1101,220,5,5,1
35569241,unconfirmed,brooklyn,strict,private room,2021,994,199,2,39,4
49216021,unconfirmed,manhattan,flexible,private room,2005,125,25,1,220,5
46440162,verified,brooklyn,moderate,entire home/apt,2019,769,154,3,24,3
14986124,unconfirmed,brooklyn,flexible,private room,2016,1176,235,5,1,2
29475715,unconfirmed,manhattan,moderate,private room,2005,522,104,2,24,5
39351943,unconfirmed,manhattan,flexible,private room,2009,978,196,6,18,1
36037591,verified,manhattan,moderate,private room,2018,133,27,28,245,3
32668561,unconfirmed,brooklyn,flexible,private room,2008,925,185,1,27,4
18273414,unconfirmed,manhattan,strict,entire home/apt,2012,773,155,8,19,3
19213429,unconfirmed,manhattan,flexible,private room,2008,695,139,1,16,5
2063409,unconfirmed,manhattan,flexible,entire home/apt,2015,422,84,30,93,3
52718156,verified,manhattan,moderate,private room,2009,470,94,5,0,2
37712717,verified,brooklyn,strict,private room,2009,634,127,5,10,2
11563521,verified,manhattan,moderate,private room,2014,1133,227,3,8,1
6937456,unconfirmed,queens,moderate,private room,2014,401,80,15,15,5
14524402,verified,brooklyn,flexible,entire home/apt,2006,518,104,1,1,5
3222687,unconfirmed,brooklyn,moderate,entire home/apt,2005,720,144,2,15,5
48973009,unconfirmed,manhattan,flexible,entire home/apt,2003,749,150,4,125,4
47419390,verified,manhattan,strict,private room,2021,1128,226,2,1,2
11913127,unconfirmed,manhattan,flexible,entire home/apt,2012,307,61,1,17,5
32195792,verified,brooklyn,strict,entire home/apt,2018,878,176,30,1,2
22101958,verified,brooklyn,moderate,entire home/apt,2004,1006,201,2,41,3
18744526,unconfirmed,manhattan,moderate,entire home/apt,2017,107,21,4,38,3
56918950,verified,manhattan,flexible,entire home/apt,2008,1015,203,7,10,5
13582730,unconfirmed,manhattan,moderate,entire home/apt,2008,788,158,3,12,5
18517531,unconfirmed,manhattan,strict,private room,2004,935,187,5,4,4
32256545,verified,queens,flexible,entire home/apt,2016,195,39,4,53,3
26787118,unconfirmed,brooklyn,flexible,entire home/apt,2008,401,80,3,0,4
33949897,unconfirmed,queens,flexible,private room,2009,706,141,1,4,4
56492022,verified,manhattan,moderate,entire home/apt,2014,621,124,1,29,2
4711135,verified,manhattan,strict,entire home/apt,2021,728,146,14,0,4
22279246,verified,manhattan,moderate,entire home/apt,2011,749,150,1,18,5
24746922,unconfirmed,brooklyn,moderate,private room,2018,1199,240,2,11,4
20100422,verified,brooklyn,moderate,private room,2022,813,163,3,46,4
32659724,unconfirmed,brooklyn,moderate,entire home/apt,2012,670,134,5,53,2
41239153,verified,manhattan,moderate,entire home/apt,2009,1138,228,1,3,1
29640853,verified,manhattan,moderate,private room,2009,1141,228,2,186,2
36445741,verified,manhattan,flexible,entire home/apt,2011,326,65,1,8,5
12812824,verified,manhattan,moderate,private room,2021,856,171,1,25,3
9822672,verified,staten island,moderate,private room,2004,88,18,1,5,3
16038808,verified,manhattan,strict,private room,2018,764,153,2,1,4
14587916,verified,brooklyn,flexible,entire home/apt,2003,366,73,2,102,5
22866341,verified,manhattan,moderate,entire home/apt,2020,935,187,14,0,4
9951358,unconfirmed,manhattan,strict,entire home/apt,2011,442,88,30,1,3
49525862,unconfirmed,brooklyn,moderate,private room,2004,1015,203,30,5,2
16289000,verified,brooklyn,moderate,private room,2015,761,152,7,2,3
12660389,verified,brooklyn,strict,private room,2010,858,172,1,2,3
19480742,verified,brooklyn,strict,entire home/apt,2009,112,22,1,0,4
49468975,verified,manhattan,flexible,private room,2003,207,41,7,2,2
41786482,unconfirmed,brooklyn,strict,private room,2003,1160,232,7,1,5
35401894,unconfirmed,brooklyn,strict,private room,2018,567,113,3,3,3
27919333,unconfirmed,manhattan,moderate,entire home/apt,2016,765,153,1,0,5
21753456,verified,brooklyn,moderate,entire home/apt,2013,1046,209,4,12,2
41241362,verified,brooklyn,moderate,entire home/apt,2019,1092,218,2,1,3
55243271,verified,queens,flexible,shared room,2015,778,156,4,4,3
26195605,verified,brooklyn,strict,private room,2009,1141,228,21,0,2
37152133,unconfirmed,manhattan,strict,entire home/apt,2005,1044,209,30,1,4
31456263,unconfirmed,brooklyn,flexible,entire home/apt,2019,245,49,4,21,4
50295768,verified,manhattan,moderate,entire home/apt,2009,1093,219,30,1,5
10820125,unconfirmed,queens,moderate,private room,2011,574,115,1,1,2
14434377,verified,brooklyn,strict,shared room,2009,206,41,2,83,1
45157721,unconfirmed,manhattan,flexible,private room,2021,79,16,2,9,1
3077984,verified,manhattan,moderate,entire home/apt,2004,949,190,30,22,1
23408147,verified,brooklyn,moderate,entire home/apt,2010,444,89,2,20,3
52535344,unconfirmed,queens,moderate,private room,2010,418,84,2,60,5
16765635,unconfirmed,brooklyn,flexible,private room,2005,1193,239,7,1,2
29134946,unconfirmed,queens,strict,private room,2019,588,118,1,12,4
49827418,verified,manhattan,moderate,entire home/apt,2009,262,52,2,23,2
49070214,verified,queens,strict,private room,2013,411,82,2,16,5
5123151,verified,brooklyn,strict,private room,2004,708,142,3,4,3
27016323,verified,manhattan,moderate,entire home/apt,2016,117,23,1,7,4
35907801,verified,brooklyn,flexible,private room,2020,1154,231,30,1,2
42348171,verified,manhattan,strict,private room,2004,1052,210,3,6,5
5285527,unconfirmed,manhattan,flexible,private room,2006,1068,214,1,44,1
30192600,unconfirmed,manhattan,moderate,private room,2005,617,123,1,38,3
29290694,verified,manhattan,strict,entire home/apt,2003,230,107.6666667,2,7,4
15039697,verified,brooklyn,strict,entire home/apt,2019,429,86,30,4,5
11140459,verified,manhattan,moderate,entire home/apt,2007,1106,221,2,11,2
7902877,verified,brooklyn,moderate,entire home/apt,2012,524,105,1,0,1
50423349,unconfirmed,manhattan,moderate,private room,2009,389,78,3,49,1
7178812,unconfirmed,queens,moderate,private room,2021,1181,236,3,1,1
48331789,verified,brooklyn,strict,private room,2004,116,23,8,0,3
5855501,unconfirmed,staten island,strict,private room,2004,1133,227,2,100,2
4717763,verified,brooklyn,flexible,entire home/apt,2010,601,120,14,33,5
48647705,verified,manhattan,strict,entire home/apt,2018,352,70,3,0,1
51911245,verified,brooklyn,flexible,entire home/apt,2004,775,155,3,9,2
18641246,verified,queens,flexible,private room,2017,588,118,1,1,5
10286604,verified,brooklyn,flexible,private room,2014,685,137,7,0,1
27817158,unconfirmed,brooklyn,moderate,private room,2015,831,166,3,27,4
49652338,unconfirmed,manhattan,strict,private room,2019,417,83,7,0,3
44984299,unconfirmed,brooklyn,strict,private room,2019,970,194,1,4,5
42523802,verified,queens,flexible,entire home/apt,2006,657,131,1,14,3
39457433,verified,manhattan,flexible,private room,2009,686,137,1,323,4
16244816,unconfirmed,brooklyn,moderate,private room,2013,1127,225,2,9,5
46599224,unconfirmed,bronx,strict,entire home/apt,2011,996,199,3,13,2
49609259,verified,queens,flexible,private room,2013,814,163,2,57,3
33057933,unconfirmed,queens,strict,private room,2015,1149,230,3,42,5
42569643,verified,manhattan,moderate,private room,2018,947,189,1,4,4
34708757,verified,bronx,moderate,private room,2016,456,91,30,31,2
32682921,verified,brooklyn,strict,private room,2017,461,92,3,121,2
7414644,unconfirmed,brooklyn,flexible,entire home/apt,2018,956,191,2,11,4
28337425,unconfirmed,manhattan,strict,private room,2003,118,24,30,0,5
16005118,verified,queens,flexible,private room,2014,333,67,1,9,3
35336722,verified,manhattan,flexible,entire home/apt,2010,1176,235,30,39,3
40057783,verified,brooklyn,flexible,private room,2021,127,25,3,73,5
38796330,unconfirmed,manhattan,moderate,entire home/apt,2004,403,81,30,5,5
49099486,unconfirmed,manhattan,strict,entire home/apt,2021,887,177,4,4,3
55944140,unconfirmed,brooklyn,flexible,private room,2012,826,165,2,2,2
2542805,unconfirmed,manhattan,strict,entire home/apt,2003,883,177,1,2,1
4772440,unconfirmed,manhattan,strict,entire home/apt,2015,547,109,1,49,5
29533154,unconfirmed,queens,strict,private room,2018,543,109,1,2,3
39492228,unconfirmed,manhattan,strict,entire home/apt,2011,254,51,30,9,3
48267722,verified,manhattan,moderate,entire home/apt,2022,705,141,14,1,2
56505277,unconfirmed,brooklyn,moderate,entire home/apt,2019,1138,228,2,11,4
12367118,verified,manhattan,moderate,private room,2013,1167,233,4,0,3
33065113,unconfirmed,queens,moderate,private room,2018,966,193,1,62,3
49197796,verified,manhattan,flexible,entire home/apt,2007,334,67,3,119,3
37787278,verified,brooklyn,moderate,entire home/apt,2006,702,140,6,42,5
32021818,unconfirmed,manhattan,strict,private room,2014,947,189,1,9,4
28257341,verified,brooklyn,strict,private room,2013,459,92,2,0,4
43684737,unconfirmed,manhattan,moderate,entire home/apt,2017,963,193,2,10,3
5188322,verified,manhattan,flexible,entire home/apt,2006,853,171,2,3,2
35295300,verified,queens,flexible,private room,2021,423,85,1,5,5
24280229,verified,brooklyn,strict,private room,2004,1101,220,1,1,4
20395903,verified,manhattan,strict,entire home/apt,2009,184,37,4,32,5
13668889,unconfirmed,brooklyn,flexible,entire home/apt,2018,789,158,1,146,5
13524186,verified,brooklyn,flexible,private room,2014,680,136,1,0,3
47112311,verified,brooklyn,strict,private room,2003,570,114,6,1,4
55861295,unconfirmed,brooklyn,strict,private room,2021,948,190,7,5,4
53417368,verified,brooklyn,strict,entire home/apt,2016,728,146,3,43,4
10662720,verified,brooklyn,flexible,private room,2012,836,167,2,122,5
17226253,unconfirmed,manhattan,flexible,private room,2006,319,64,1,6,3
14910459,unconfirmed,brooklyn,strict,private room,2016,670,134,1,87,2
19726515,unconfirmed,brooklyn,flexible,private room,2008,937,187,30,1,2
41049714,unconfirmed,brooklyn,strict,private room,2014,275,55,3,0,5
56979150,verified,manhattan,strict,entire home/apt,2004,905,181,1,61,2
56483737,verified,queens,strict,entire home/apt,2022,1182,236,3,0,1
7440049,verified,manhattan,moderate,entire home/apt,2008,930,186,5,6,4
6680085,unconfirmed,manhattan,flexible,entire home/apt,2010,1198,240,4,11,4
34854565,verified,manhattan,moderate,private room,2019,576,115,3,9,2
6045492,verified,manhattan,flexible,shared room,2016,406,81,1,0,4
14434929,verified,brooklyn,moderate,private room,2007,1048,210,7,1,2
56758783,verified,manhattan,flexible,entire home/apt,2003,1002,200,3,46,5
5593711,verified,brooklyn,flexible,private room,2008,1148,230,1,5,3
46734538,verified,brooklyn,flexible,private room,2017,333,67,2,60,3
7289824,verified,manhattan,strict,private room,2011,844,169,2,32,2
6036103,verified,brooklyn,moderate,entire home/apt,2008,1056,211,1,6,5
16533669,verified,manhattan,moderate,entire home/apt,2011,585,117,1,7,4
2397550,verified,manhattan,flexible,private room,2008,637,127,1,49,5
55626568,verified,brooklyn,strict,entire home/apt,2003,964,193,28,1,3
51071197,unconfirmed,brooklyn,flexible,entire home/apt,2011,742,148,3,147,5
6020638,unconfirmed,brooklyn,strict,private room,2010,365,73,4,0,5
11658517,verified,manhattan,flexible,entire home/apt,2011,463,93,30,0,4
57318815,unconfirmed,manhattan,strict,private room,2014,142,28,3,10,1
39609868,unconfirmed,manhattan,strict,private room,2012,566,113,7,48,3
25582000,verified,manhattan,flexible,entire home/apt,2013,1036,207,4,9,4
5402615,verified,manhattan,moderate,entire home/apt,2005,876,175,2,60,5
42993257,unconfirmed,brooklyn,strict,entire home/apt,2016,1101,220,5,26,2
32305700,unconfirmed,brooklyn,strict,entire home/apt,2019,871,174,30,4,4
11934667,unconfirmed,brooklyn,strict,private room,2007,208,42,1,154,4
11868943,unconfirmed,brooklyn,flexible,entire home/apt,2005,1074,215,2,96,5
14826510,unconfirmed,manhattan,strict,entire home/apt,2006,468,94,3,11,4
44980985,unconfirmed,manhattan,strict,entire home/apt,2015,609,122,30,1,3
5075653,unconfirmed,manhattan,strict,entire home/apt,2010,721,144,7,12,2
43992368,unconfirmed,brooklyn,flexible,private room,2018,240,48,3,0,2
45896698,verified,manhattan,flexible,entire home/apt,2006,60,12,1,3,1
25024729,unconfirmed,manhattan,strict,private room,2020,294,59,3,0,3
52371311,verified,brooklyn,flexible,private room,2022,732,146,1,22,5
47941865,verified,manhattan,flexible,entire home/apt,2019,424,85,30,1,2
16006222,unconfirmed,manhattan,flexible,private room,2006,276,55,1,113,4
3873848,verified,manhattan,flexible,private room,2016,227,45,5,25,5
49135938,verified,manhattan,moderate,entire home/apt,2020,583,117,4,105,1
4417312,unconfirmed,brooklyn,flexible,private room,2017,206,41,1,0,1
5576589,unconfirmed,manhattan,moderate,private room,2017,791,158,1,92,1
54650101,verified,manhattan,strict,entire home/apt,2011,1101,220,4,19,4
36082880,unconfirmed,queens,strict,private room,2009,251,50,30,3,3
53258857,unconfirmed,manhattan,flexible,entire home/apt,2011,498,100,6,2,2
8019964,verified,manhattan,strict,entire home/apt,2013,940,188,4,15,3
11728107,unconfirmed,manhattan,moderate,entire home/apt,2003,456,91,30,8,5
25013131,unconfirmed,manhattan,flexible,entire home/apt,2009,371,74,4,2,3
17208580,unconfirmed,manhattan,flexible,private room,2006,951,190,6,0,4
40728275,unconfirmed,brooklyn,strict,private room,2021,309,62,1,0,3
3377331,unconfirmed,brooklyn,strict,entire home/apt,2005,1175,235,5,3,3
55213447,verified,brooklyn,flexible,private room,2006,1091,218,5,2,3
26934583,unconfirmed,manhattan,moderate,entire home/apt,2019,543,109,3,2,4
